REGEOGR;VB01001_SEXO;VB01002_COR_RACA;VB01003_IDADE;VB01010A-PESSOAS;VB01021-SERIE;VB01022-TURNO;VB01026-PRETENSAO;VB02024-ALIMENTACAO;TEMPOEDFIS;VB07010-BULLYING;VB09010-AGRESSÃO;VB09016-ABUSO;VB06001
1;2;4;14;5;4;3;3;1;0;1;1;2;2
1;1;1;13;4;4;3;3;1;0;2;1;2;2
1;2;1;13;4;4;3;3;1;5;2;1;2;2
1;2;4;13;5;4;3;2;1;0;1;1;2;2
1;1;4;13;5;4;3;3;2;0;2;2;2;2
1;2;5;13;10;4;3;3;3;0;1;1;2;2
1;2;5;14;6;4;3;3;1;15;2;1;2;2
1;1;4;15;5;3;3;3;1;0;1;1;2;2
1;1;4;14;7;4;3;1;1;35;2;1;2;2
1;1;4;13;7;4;3;3;3;65;2;1;2;2
1;1;1;16;8;4;3;3;1;45;1;1;2;2
1;2;4;14;3;4;3;3;2;0;2;4;2;2
1;1;4;13;7;4;3;3;1;0;2;1;2;2
1;1;1;15;4;4;3;3;1;55;2;2;2;2
1;1;4;13;5;4;3;1;1;65;2;1;2;2
1;1;2;13;5;4;3;3;2;0;1;2;2;2
1;1;4;14;6;4;3;1;4;25;2;1;2;2
1;2;4;14;4;3;3;3;3;0;2;4;2;2
1;1;2;14;5;4;3;3;2;0;1;1;2;2
1;1;4;15;4;4;3;3;1;25;1;1;2;2
1;2;4;15;9;4;3;3;3;15;2;1;2;2
1;1;1;14;5;4;3;3;1;45;1;1;2;2
1;2;1;14;4;4;3;3;1;0;1;3;2;2
1;2;4;13;4;4;3;1;1;0;2;1;2;2
1;1;3;13;7;4;3;4;1;65;1;1;2;2
1;2;4;16;5;4;3;4;3;65;1;8;2;2
1;2;1;13;4;3;3;1;1;0;1;2;2;2
1;2;4;16;5;4;3;3;1;0;1;1;2;2
1;1;1;16;8;3;3;3;3;5;1;1;2;2
1;2;4;14;10;3;3;5;1;65;1;4;2;2
1;2;2;14;7;4;3;5;1;65;1;1;2;2
1;1;4;15;5;4;3;3;1;55;2;1;2;2
1;2;4;14;6;4;3;3;1;0;1;1;2;2
1;2;4;16;4;4;3;3;1;45;1;1;2;2
1;1;2;15;5;4;3;1;3;35;1;2;2;2
1;2;1;14;6;4;3;4;1;0;2;2;2;2
1;1;4;15;8;4;3;2;1;30;2;1;2;2
1;2;4;14;7;4;3;3;2;35;2;1;2;2
1;1;2;17;8;3;3;3;3;150;3;1;2;2
1;2;2;15;4;4;3;3;1;0;1;1;2;2
1;2;2;15;2;4;3;3;1;15;2;1;2;2
1;2;1;14;8;4;3;3;1;130;2;1;2;2
1;2;4;14;6;4;3;3;2;25;2;1;2;2
1;1;4;16;2;4;3;3;1;35;1;1;2;2
1;2;4;15;4;4;1;3;1;0;1;1;2;2
1;1;4;14;4;4;1;3;1;0;2;1;2;2
1;2;4;14;4;4;1;3;1;0;2;1;2;2
1;2;5;14;1;7;4;3;5;0;2;8;1;1
1;1;4;14;10;4;1;3;1;35;1;1;2;2
1;1;4;14;4;4;1;4;1;65;2;1;2;2
1;2;4;14;4;4;1;3;1;35;2;1;2;2
1;2;1;14;7;3;1;3;3;0;1;1;2;2
1;2;1;14;6;4;1;3;1;0;2;1;2;2
1;1;4;14;9;4;1;4;1;30;2;4;1;2
1;2;1;13;5;4;1;1;3;50;2;1;2;2
1;1;1;13;5;4;1;5;1;45;1;1;2;2
1;1;4;13;4;4;1;4;1;65;2;1;2;2
1;2;4;13;5;4;1;5;1;45;1;1;2;2
1;2;1;13;6;4;1;3;1;45;1;1;2;2
1;2;4;13;7;4;1;3;1;0;2;1;2;2
1;2;4;14;5;4;1;3;1;30;2;1;2;2
1;1;2;13;7;4;1;5;1;45;2;1;2;2
1;1;4;13;3;4;1;3;1;110;2;1;2;2
1;2;4;14;5;4;1;3;1;10;1;1;2;2
1;1;4;14;8;4;1;3;1;65;2;1;2;2
1;1;1;15;6;4;1;1;1;25;1;1;2;2
1;2;4;14;6;4;1;3;1;0;2;1;2;1
1;1;4;13;6;4;1;3;1;75;1;1;2;2
1;2;2;13;6;4;1;3;1;45;1;1;2;2
1;1;4;14;4;4;1;3;1;325;2;1;2;1
1;2;4;14;4;3;1;3;1;55;2;1;2;2
1;1;4;15;6;4;1;3;1;110;1;1;2;1
1;2;4;13;3;4;1;3;1;45;2;1;2;2
1;1;1;15;6;4;1;1;3;390;2;1;2;2
1;2;4;14;10;4;1;3;1;0;1;1;2;1
1;1;1;15;10;3;1;3;2;55;1;1;2;1
1;2;4;15;6;4;1;1;2;110;2;1;2;2
1;1;1;14;6;3;1;3;4;125;1;1;2;2
1;1;1;16;5;3;1;3;1;60;2;1;2;2
1;2;4;14;8;4;1;1;1;65;1;1;2;2
1;1;2;16;5;4;1;3;2;35;1;1;2;2
1;1;1;15;4;4;1;3;1;65;1;1;2;2
1;1;4;14;5;4;1;3;1;125;2;1;2;2
1;2;4;15;6;4;1;3;2;45;1;1;2;2
1;2;4;15;7;4;1;3;4;65;2;1;2;2
1;1;1;16;6;4;1;3;3;50;1;1;2;2
1;1;1;15;4;4;1;1;1;65;1;1;2;2
1;1;4;15;7;4;1;1;5;130;2;1;2;2
1;1;1;13;6;4;1;3;2;45;1;1;2;2
1;1;4;15;6;4;1;3;1;130;2;1;2;2
1;2;4;14;8;4;1;3;1;110;2;1;2;2
1;1;5;16;6;4;1;2;1;45;1;3;2;2
1;1;4;15;6;3;1;3;1;65;2;3;2;2
1;1;1;15;5;4;1;1;1;55;2;1;2;2
1;2;4;14;6;4;1;3;1;5;1;1;2;2
1;1;4;15;3;4;1;1;1;110;1;1;2;2
1;1;2;16;5;3;1;3;2;5;1;5;1;1
1;2;4;15;5;3;1;3;3;35;2;1;2;2
1;2;4;13;5;4;1;3;1;55;1;1;2;1
1;1;1;16;9;4;3;3;1;0;2;1;2;1
1;1;3;17;5;4;3;1;3;50;2;5;2;2
1;1;4;14;5;4;3;3;1;5;2;1;2;2
1;1;1;16;3;3;3;1;1;5;2;1;1;1
1;1;2;14;2;4;3;3;1;30;1;5;1;1
1;2;4;15;4;3;3;3;1;5;2;2;2;2
1;2;1;14;9;4;3;3;1;30;1;1;2;1
1;2;4;16;5;4;3;3;2;0;2;1;2;2
1;1;4;14;6;4;3;3;1;5;1;1;2;2
1;1;4;14;6;4;3;3;1;455;2;1;2;2
1;1;2;16;6;3;3;1;1;5;2;1;2;2
1;1;4;14;8;4;3;1;1;130;1;2;2;2
1;1;2;17;6;4;3;3;3;0;1;1;2;2
1;1;2;16;8;3;3;3;1;5;2;1;2;2
1;1;4;15;4;4;3;3;1;0;2;1;2;2
1;1;1;15;10;4;3;1;1;10;2;1;2;2
1;1;4;17;9;4;3;1;1;0;1;1;2;2
1;2;4;14;4;4;3;4;2;0;2;6;2;2
1;2;4;18;3;4;3;4;3;0;1;1;1;2
1;2;5;14;6;3;3;3;1;0;1;2;2;2
1;2;4;16;7;4;3;3;3;390;2;1;2;2
1;2;1;15;6;4;3;3;4;0;1;4;1;1
1;2;4;14;7;4;3;4;4;0;1;1;2;2
1;1;2;14;4;3;3;1;1;35;2;1;2;2
1;1;2;15;7;4;3;3;1;45;2;3;2;1
1;1;1;16;10;4;3;3;1;5;1;1;2;2
1;1;2;16;5;3;3;1;1;25;1;6;2;1
1;1;3;14;5;4;3;1;1;65;2;1;2;2
1;1;4;14;6;4;3;1;1;0;3;1;2;2
1;1;4;14;10;4;3;3;2;10;1;2;2;2
1;1;4;14;9;4;3;3;1;0;1;1;2;2
1;2;4;15;10;4;3;4;1;35;1;1;2;2
1;1;4;14;4;4;3;3;1;65;2;1;2;2
1;1;4;15;5;3;3;3;1;0;2;1;2;2
1;2;4;14;7;4;3;5;3;0;2;1;2;2
1;2;1;15;4;4;3;3;1;0;1;1;2;2
1;1;4;14;6;4;3;5;1;65;3;1;2;2
1;1;4;15;8;4;3;3;1;0;2;1;2;2
1;2;1;17;5;3;3;2;99;;99;99;99;99
1;2;4;15;4;4;3;3;1;0;2;1;2;2
1;2;1;15;5;4;3;2;1;30;2;1;2;2
1;2;4;15;3;4;3;3;1;0;1;2;2;2
1;2;4;15;3;4;3;2;1;0;2;1;2;2
1;2;1;14;7;4;3;3;1;0;2;1;2;2
1;1;1;14;5;4;3;3;2;50;1;1;2;2
1;1;1;15;6;4;3;3;5;0;1;1;1;2
1;2;5;13;5;4;3;3;2;130;1;8;2;2
1;2;4;13;5;4;3;3;5;10;2;8;2;2
1;2;1;14;4;4;3;3;1;10;2;1;1;2
1;2;4;14;9;4;3;1;1;0;1;1;2;2
1;2;4;14;5;4;3;3;1;0;1;1;2;2
1;1;4;14;3;4;3;1;1;10;1;3;2;1
1;2;4;14;5;4;3;2;2;0;1;8;2;2
1;2;1;14;4;4;3;3;2;130;2;2;2;2
1;2;4;15;3;4;3;1;3;10;2;1;2;2
1;2;4;15;3;4;3;3;3;5;2;1;2;2
1;1;4;13;10;4;3;3;1;130;1;8;2;2
1;2;1;13;4;4;3;3;3;110;1;1;2;2
1;1;1;14;5;4;3;3;1;65;2;1;2;2
1;1;4;13;4;4;3;3;1;0;1;1;2;2
1;1;4;14;6;4;3;1;1;55;2;1;2;2
1;2;4;13;4;4;3;3;1;35;1;1;2;2
1;2;1;14;6;4;3;3;1;0;2;1;2;2
1;1;1;15;4;4;3;3;1;15;2;1;2;2
1;2;2;13;5;4;3;3;1;55;2;1;2;2
1;2;1;14;3;3;3;3;1;65;2;1;2;2
1;1;1;16;6;4;3;2;99;;99;99;99;99
1;1;1;13;6;3;3;4;1;130;2;1;2;2
1;1;4;14;8;4;3;3;1;35;1;1;2;2
1;2;4;14;3;3;3;5;1;0;1;2;2;2
1;2;4;13;4;4;3;4;3;25;1;2;2;2
1;1;3;14;7;4;3;5;1;10;1;1;2;2
1;1;1;13;4;4;3;3;1;15;2;1;2;2
1;1;2;14;6;4;3;3;1;45;2;1;2;2
1;1;4;14;4;4;3;3;1;105;1;1;2;2
1;1;4;14;2;4;3;1;1;0;2;1;2;2
1;1;4;14;5;3;3;5;1;5;2;1;2;2
1;1;1;14;4;4;3;3;2;5;2;1;2;2
1;2;4;14;6;4;3;4;3;55;2;1;1;2
1;2;2;14;9;4;3;3;1;0;1;1;2;2
1;1;1;13;2;3;3;3;1;45;2;1;2;2
1;1;4;13;3;4;3;3;2;5;2;1;2;2
1;2;1;14;5;4;3;2;1;0;1;1;2;2
1;2;4;13;10;4;3;1;1;0;1;1;2;2
1;1;1;14;5;4;3;3;1;0;1;1;2;2
1;2;4;14;5;4;3;3;1;15;1;1;2;99
1;2;4;14;4;4;3;3;1;5;2;1;2;2
1;2;4;13;9;4;3;4;2;65;1;8;2;2
1;2;4;13;10;4;3;3;3;0;1;1;2;2
1;2;4;15;7;4;3;3;1;5;1;1;2;2
1;2;4;14;6;4;3;5;1;5;2;1;2;2
1;2;4;14;8;4;3;4;1;5;2;1;2;2
1;1;2;15;7;3;3;2;1;35;1;8;2;2
1;1;4;13;5;4;3;1;1;45;2;1;2;2
1;2;4;14;7;4;3;3;3;45;2;8;2;2
1;2;4;13;5;4;3;4;1;55;1;1;2;2
1;2;3;13;2;4;3;3;1;5;2;1;2;2
1;2;4;13;3;4;3;3;1;70;2;1;2;2
1;1;4;14;5;4;3;3;1;35;1;1;2;2
1;2;4;14;4;4;3;3;1;35;1;2;1;2
1;2;4;14;5;4;3;3;1;35;1;1;2;2
1;1;1;14;3;4;3;3;1;35;2;1;2;2
1;1;1;13;5;4;3;3;2;65;2;2;2;1
1;2;4;13;5;4;3;3;1;65;2;1;2;2
1;2;4;14;7;4;3;3;3;45;1;2;2;2
1;2;4;13;5;4;3;3;1;65;1;1;2;2
1;1;4;13;3;4;3;2;1;25;2;1;2;2
1;2;1;13;6;4;3;1;1;0;1;3;2;2
1;1;4;13;6;4;3;5;1;5;2;1;2;2
1;2;1;14;9;3;3;3;1;0;2;2;2;2
1;1;1;14;4;4;3;1;1;45;2;1;2;2
1;2;4;13;5;3;3;5;1;35;1;1;2;2
1;1;4;14;4;4;3;4;1;0;2;1;2;2
1;2;4;13;7;4;3;3;1;55;2;1;2;2
1;1;2;13;6;4;3;3;1;45;2;3;2;2
1;2;4;13;4;4;3;3;1;65;1;99;99;2
1;2;4;13;7;4;3;5;1;35;2;1;2;2
1;1;4;13;5;4;3;3;1;45;2;1;2;2
1;1;4;15;5;4;3;1;3;45;2;1;2;2
1;1;1;16;6;4;3;3;1;0;2;1;2;2
1;2;4;14;4;4;3;3;1;5;2;1;2;2
1;1;4;17;7;4;3;3;1;65;2;1;2;2
1;1;1;14;5;4;3;1;1;0;2;1;2;2
1;1;1;15;3;4;3;4;2;35;1;1;2;2
1;1;4;14;5;4;3;3;1;55;1;1;2;2
1;2;2;15;2;4;3;4;2;0;1;1;2;2
1;2;4;15;8;4;3;3;1;35;2;1;2;2
1;2;1;15;6;4;3;1;1;0;2;1;2;2
1;1;1;14;6;4;3;4;1;65;1;1;2;2
1;2;1;16;7;4;3;3;3;65;1;1;2;2
1;2;4;16;5;4;3;3;1;0;99;99;99;99
1;2;4;16;5;3;3;3;4;0;1;1;2;2
1;2;4;14;3;3;3;3;1;5;1;1;2;2
1;2;4;14;5;4;3;2;3;55;1;1;2;2
1;2;4;14;7;4;3;3;2;35;1;8;2;2
1;1;2;15;3;4;3;1;1;35;2;1;2;2
1;1;4;15;4;4;3;4;3;65;1;1;2;1
1;2;4;15;4;4;3;3;2;0;2;1;2;2
1;1;4;16;7;4;3;3;1;35;1;1;2;2
1;1;2;15;5;4;3;3;1;65;1;1;2;2
1;2;4;14;7;4;3;3;2;45;1;1;2;2
1;2;4;14;7;4;3;3;1;45;2;1;2;2
1;1;4;15;9;4;3;4;2;15;1;8;2;2
1;2;3;16;10;3;3;3;1;0;2;1;2;2
1;1;4;17;4;4;3;2;1;0;2;1;2;2
1;1;4;14;4;3;3;3;3;35;2;1;2;2
1;1;1;15;6;4;3;3;1;55;2;1;2;2
1;2;4;15;5;4;3;3;1;5;2;1;2;2
1;2;4;18;5;4;3;3;1;65;2;1;2;2
1;1;2;15;5;4;3;1;2;325;2;3;2;2
1;2;4;16;10;4;3;3;1;65;2;1;2;2
1;2;4;15;5;4;3;3;1;0;2;1;2;2
1;2;4;14;4;4;3;2;1;45;2;1;2;2
1;1;2;14;7;4;3;5;1;65;1;1;2;2
1;2;3;14;8;4;3;2;1;65;2;1;2;2
1;1;4;14;4;4;3;3;1;15;2;3;2;2
1;1;4;14;7;4;3;3;2;15;1;1;2;2
1;1;2;15;6;4;3;3;1;65;1;1;2;2
1;2;4;15;10;4;3;4;3;5;1;1;2;2
1;2;4;15;9;4;3;3;1;15;2;1;2;2
1;1;4;13;6;4;3;3;1;0;1;1;2;2
1;2;4;14;7;4;3;3;1;35;1;1;2;2
1;1;1;17;6;4;3;1;1;35;1;1;2;2
1;2;4;13;4;4;3;3;1;15;1;1;2;2
1;2;2;14;5;4;3;3;1;130;1;1;2;2
1;2;4;15;7;4;3;1;5;15;2;2;2;2
1;1;1;14;6;4;3;1;5;0;2;1;1;2
1;1;2;13;4;4;3;1;1;0;1;1;2;2
1;2;4;16;5;4;3;3;1;35;1;1;2;2
1;1;4;14;5;4;1;3;1;0;2;1;2;2
1;1;1;14;4;4;1;3;1;0;2;1;2;2
1;2;1;14;5;4;1;1;1;0;2;1;2;2
1;1;4;15;6;4;1;5;1;0;2;1;2;2
1;2;4;14;6;4;1;3;1;0;2;1;2;2
1;2;2;14;6;4;1;4;1;55;1;1;2;2
1;1;4;14;8;4;1;4;1;0;2;1;2;2
1;1;4;14;5;4;1;4;1;0;2;1;2;2
1;2;1;15;5;4;1;3;1;0;2;1;2;2
1;1;4;14;5;4;1;3;1;0;1;2;2;2
1;2;2;14;5;4;1;5;2;0;1;1;2;2
1;2;4;14;7;4;1;3;1;0;1;1;2;2
1;2;2;13;5;4;1;1;1;0;2;1;2;2
1;1;1;15;5;4;1;3;1;0;2;1;2;2
1;2;4;14;9;4;1;3;2;0;2;1;2;2
1;2;2;14;3;4;1;3;1;0;2;1;2;2
1;1;1;14;3;4;1;3;1;0;1;1;2;1
1;2;4;14;7;4;1;3;1;0;2;1;2;2
1;1;4;14;3;4;1;1;1;65;2;1;2;2
1;1;1;16;6;4;1;3;3;10;1;1;1;2
1;2;4;15;4;3;1;3;3;0;1;1;2;2
1;2;4;13;6;4;1;3;1;0;2;1;2;2
1;2;4;13;4;4;1;3;2;0;1;4;1;2
1;2;1;14;4;4;1;1;1;0;1;1;2;2
1;1;4;13;5;4;1;1;1;0;2;1;2;2
1;2;3;13;4;4;1;1;1;0;2;3;2;2
1;1;2;14;4;3;1;5;1;0;2;1;2;2
1;1;4;14;5;4;1;3;1;15;2;1;2;2
1;1;4;14;5;4;1;3;2;35;2;1;2;2
1;1;1;14;5;4;1;3;1;35;1;1;2;2
1;1;4;14;4;4;1;2;2;35;2;1;2;2
1;2;4;15;2;4;1;3;3;75;2;1;2;2
1;2;4;14;4;4;1;4;3;0;1;3;2;2
1;2;1;13;5;4;1;3;1;5;1;5;2;2
1;2;4;14;5;4;1;3;4;5;2;1;2;2
1;2;1;13;6;4;1;1;2;35;1;1;2;2
1;2;4;14;5;4;1;5;1;0;2;1;2;2
1;1;1;13;4;4;1;3;1;25;2;4;2;2
1;2;4;13;5;4;1;3;1;275;2;1;2;2
1;2;4;13;9;4;1;3;1;0;2;6;2;2
1;1;4;15;5;4;1;1;1;55;1;1;2;2
1;1;4;13;4;4;1;4;1;35;2;1;2;2
1;2;4;13;4;4;1;1;1;5;1;1;2;2
1;2;4;14;3;4;1;3;1;15;2;1;2;2
1;1;4;14;5;4;1;1;1;5;1;1;2;2
1;1;4;13;3;4;1;3;2;15;1;2;2;2
1;2;4;14;5;4;1;3;1;55;1;2;2;2
1;1;4;14;4;4;1;1;1;45;2;1;2;2
1;2;1;14;3;4;1;3;1;15;2;1;2;2
1;1;1;14;4;4;1;1;1;5;2;1;2;2
1;2;4;14;9;4;3;1;3;55;2;1;2;2
1;1;4;15;6;4;3;2;1;65;2;1;2;2
1;2;4;15;4;4;3;1;2;55;2;1;2;2
1;1;4;15;8;4;3;5;2;65;2;1;2;2
1;2;2;15;5;4;3;3;1;45;2;1;2;2
1;1;4;14;4;4;3;2;1;50;2;1;2;2
1;1;1;14;6;4;3;5;1;45;2;1;2;2
1;1;4;16;4;4;3;2;1;65;2;1;2;2
1;1;1;14;3;4;3;3;2;50;2;1;2;2
1;2;2;15;4;4;3;1;3;55;2;1;2;2
1;1;3;14;3;4;3;2;1;30;2;1;2;2
1;2;4;13;4;4;3;3;1;55;2;1;2;2
1;2;3;13;5;4;3;4;1;70;2;1;2;2
1;1;4;14;5;4;3;3;1;50;2;1;2;2
1;2;4;14;4;4;3;2;1;0;2;1;2;2
1;2;4;14;5;4;3;3;1;55;2;1;2;2
1;2;2;15;6;4;3;1;2;55;2;1;2;2
1;2;4;15;6;4;3;2;1;70;2;2;2;2
1;1;4;15;7;4;3;1;3;55;2;1;2;2
1;1;2;16;5;4;3;3;3;65;2;1;2;2
1;1;4;14;7;4;3;1;2;55;2;1;2;2
1;2;4;16;8;4;3;1;3;55;2;1;2;2
1;2;4;14;6;4;3;1;2;15;2;1;2;2
1;2;4;14;7;4;3;3;1;45;2;1;2;2
1;2;4;15;4;4;3;1;2;45;2;1;2;2
1;2;2;14;5;4;3;2;2;50;2;1;2;2
1;1;4;14;8;4;3;1;3;55;2;1;2;2
1;1;1;16;5;4;3;3;1;70;2;1;2;2
1;2;4;15;6;4;3;1;3;45;2;3;2;2
1;1;4;14;8;4;3;1;3;55;2;3;2;2
1;2;4;15;7;4;3;2;1;65;2;1;2;2
1;1;2;16;3;4;3;1;2;45;2;1;2;2
1;1;2;15;4;4;3;4;1;55;2;1;2;2
1;2;2;14;4;4;3;3;1;55;2;1;2;2
1;1;4;14;4;4;3;2;1;50;1;1;2;2
1;1;1;16;5;4;3;4;1;55;2;1;2;2
1;1;4;15;3;4;3;3;1;55;2;1;2;2
1;2;2;15;6;4;3;2;1;30;2;1;2;2
1;1;2;16;5;4;3;2;1;70;1;1;2;2
1;2;4;15;6;4;3;1;2;45;2;2;2;2
1;2;1;17;5;4;3;3;1;55;2;1;2;2
1;2;4;14;4;4;3;3;1;50;1;1;2;2
1;1;4;14;7;4;3;2;1;75;2;1;2;2
1;2;1;14;6;4;3;2;1;50;2;1;2;2
1;1;4;15;4;4;3;1;2;55;2;2;2;2
1;2;4;15;6;4;3;4;1;25;2;1;2;2
1;2;4;16;6;4;3;1;2;45;2;2;2;2
1;1;4;14;6;4;3;5;2;55;2;1;2;2
1;2;4;14;7;4;3;1;2;45;2;2;2;2
1;1;4;16;4;4;3;1;3;45;2;1;2;2
1;1;2;14;8;4;3;1;3;45;2;1;2;2
1;2;1;15;4;4;3;5;1;65;2;1;2;2
1;2;1;15;3;4;3;2;1;65;2;1;2;2
1;1;4;14;3;4;3;4;1;30;2;1;2;2
1;2;4;15;7;4;3;1;2;45;2;2;2;2
1;1;4;15;4;4;3;2;1;70;2;1;2;2
1;1;4;16;6;4;3;1;3;55;2;1;2;2
1;2;2;13;5;4;3;3;3;0;1;1;2;2
1;1;4;16;6;4;3;2;3;;2;1;2;2
1;1;4;15;5;3;3;3;1;0;2;1;2;2
1;1;4;15;7;4;3;3;2;35;1;1;2;2
1;1;2;16;9;4;3;99;1;15;2;1;2;2
1;2;4;17;7;3;3;4;1;455;2;1;2;2
1;1;4;14;7;4;3;3;1;45;1;1;2;2
1;1;2;14;4;4;3;1;1;20;1;1;2;2
1;2;4;17;4;4;3;3;1;60;1;3;2;2
1;2;4;15;6;3;3;3;1;0;1;1;2;2
1;2;4;15;4;3;3;3;4;0;2;3;2;2
1;2;4;18;8;4;3;1;1;50;2;1;2;2
1;1;4;17;5;4;3;3;5;225;1;1;2;2
1;2;4;14;6;4;3;3;1;35;1;3;2;2
1;1;4;15;7;3;3;4;1;100;1;3;2;2
1;1;4;14;7;4;3;3;3;25;2;1;2;2
1;2;4;14;3;4;3;3;1;0;1;1;2;2
1;2;2;15;5;4;3;3;2;0;2;1;2;1
1;2;4;14;4;4;3;3;4;0;1;1;2;2
1;2;1;15;6;4;3;3;1;0;2;1;2;2
1;2;1;16;4;4;3;3;1;0;1;1;2;1
1;1;4;14;4;4;3;3;4;0;1;1;2;2
1;2;4;15;4;4;3;3;3;0;1;3;2;2
1;2;4;14;7;4;3;1;1;30;1;1;2;2
1;1;4;15;5;4;3;1;1;35;2;1;2;2
1;1;2;14;3;4;3;5;4;0;1;3;2;2
1;1;3;14;4;4;3;1;1;0;2;1;2;2
1;1;1;14;5;4;3;3;2;0;1;1;2;2
1;2;4;14;4;4;3;3;1;0;1;2;2;2
1;1;4;15;4;4;3;1;5;0;1;1;2;2
1;2;4;14;5;4;3;2;1;0;2;1;2;2
1;1;4;13;6;4;3;1;2;0;2;1;2;2
1;2;4;14;5;4;3;3;1;0;2;1;2;2
1;2;2;15;4;3;3;4;3;0;1;2;1;2
1;1;4;15;7;4;3;3;1;0;2;1;2;2
1;1;4;16;6;4;3;3;1;0;1;1;2;2
1;2;4;15;3;3;3;4;1;0;2;1;2;2
1;2;3;14;5;3;3;3;1;0;2;1;2;2
1;2;4;14;7;4;3;3;1;150;1;1;2;2
1;2;1;13;6;4;3;3;1;0;2;4;2;2
1;1;1;18;7;3;1;5;1;0;2;5;1;2
1;1;4;16;9;3;1;3;1;15;2;1;2;2
1;2;1;14;8;3;1;3;1;0;1;1;2;2
1;1;1;16;8;3;1;3;1;0;2;1;2;2
1;1;4;15;7;3;1;5;1;0;2;1;2;2
1;2;1;14;6;4;1;3;1;0;1;1;2;2
1;2;1;19;7;4;1;1;2;75;2;1;2;2
1;2;4;14;3;4;1;1;3;0;1;1;2;2
1;1;4;15;5;3;1;3;1;0;2;1;2;2
1;1;4;17;7;4;1;5;2;0;2;1;2;1
1;1;4;15;6;4;1;1;1;0;1;1;2;2
1;2;4;15;4;4;1;4;1;0;2;1;2;2
1;1;4;13;7;4;1;1;1;0;1;4;1;1
1;1;1;15;7;4;1;3;3;0;3;1;2;2
1;1;4;16;8;4;1;3;2;0;2;1;1;2
1;2;1;13;5;4;1;5;2;0;2;1;2;2
1;2;4;14;7;4;1;3;3;0;2;1;2;2
1;2;2;15;8;4;1;4;1;0;2;1;2;2
1;1;4;15;6;4;1;3;1;70;1;1;2;2
1;1;5;14;5;4;1;2;4;0;2;1;2;2
1;2;4;13;4;4;1;5;2;0;2;1;2;2
1;2;1;14;4;4;1;4;1;0;2;1;2;2
1;1;4;15;5;4;1;3;1;0;1;1;2;2
1;2;4;14;7;4;1;3;1;0;1;1;2;2
1;1;4;14;10;4;1;4;3;0;2;1;2;2
1;2;1;14;5;4;1;3;1;50;2;1;2;2
1;2;1;14;5;3;1;2;3;0;1;1;2;2
1;2;5;14;8;4;1;3;1;0;1;1;2;2
1;1;1;16;5;4;1;3;1;0;2;1;2;2
1;1;4;15;9;4;1;5;2;0;2;1;2;2
1;1;4;14;3;3;1;3;3;0;2;1;2;2
1;2;5;15;5;4;1;3;1;0;2;1;2;2
1;2;4;13;4;4;1;3;1;0;2;1;2;2
1;1;2;15;8;4;1;3;1;50;2;1;2;2
1;1;4;14;6;4;1;5;2;0;1;1;2;2
1;2;1;14;10;4;1;3;2;55;1;1;2;2
1;1;1;14;8;4;1;2;1;0;2;1;2;2
1;2;1;14;3;4;1;3;1;0;2;1;2;2
1;2;4;14;4;3;1;1;1;0;2;1;2;2
1;2;4;15;5;4;1;3;1;5;1;1;2;2
1;1;4;14;4;4;1;3;1;0;2;1;2;2
1;2;4;14;6;4;1;5;3;0;1;1;2;2
1;1;1;15;9;4;1;4;1;30;2;1;2;2
1;1;4;15;3;4;1;3;2;105;2;1;2;2
1;2;2;14;5;4;1;1;1;0;2;1;2;2
1;2;4;14;8;4;1;3;1;10;1;2;2;2
1;1;2;14;5;4;1;3;5;0;2;1;2;2
1;2;4;15;8;4;1;4;3;0;3;1;1;2
1;2;4;15;3;4;1;3;1;0;3;1;2;2
1;2;4;15;7;4;1;1;1;0;2;1;2;2
1;1;4;15;8;4;1;3;1;0;1;1;2;2
1;2;2;16;6;4;1;3;1;0;1;1;1;2
1;1;4;16;2;4;1;3;1;0;1;1;1;2
1;1;2;15;2;4;1;5;1;0;1;1;2;2
1;1;4;15;5;4;1;3;2;0;1;1;2;2
1;2;2;16;5;4;1;3;1;0;2;1;2;2
1;2;2;12;2;3;1;3;1;0;2;1;2;2
1;1;5;15;9;3;1;3;1;0;2;1;2;2
1;1;4;15;6;4;1;3;2;0;1;1;2;2
1;2;4;15;7;4;1;1;1;0;1;1;2;2
1;2;4;16;6;4;1;3;1;0;1;1;2;2
1;1;4;16;5;4;1;3;1;70;2;1;2;2
1;1;4;16;8;4;1;3;3;0;1;1;2;2
1;2;2;16;6;3;1;3;4;25;1;1;2;2
1;2;4;12;3;4;1;3;1;0;1;1;2;2
1;1;4;16;6;4;1;3;4;0;2;1;2;2
1;2;4;14;8;4;1;4;2;0;1;1;2;2
1;2;4;16;4;3;1;2;2;0;1;1;2;2
1;2;1;13;5;4;1;2;1;0;2;1;2;2
1;1;4;15;5;4;1;3;1;0;1;2;2;2
1;1;4;16;7;4;1;5;1;0;2;1;2;2
1;1;4;16;5;4;1;4;3;0;2;3;2;2
1;2;4;15;3;4;1;2;2;15;1;1;2;2
1;2;4;14;8;4;1;3;1;45;1;1;2;2
1;2;4;15;4;4;1;1;4;65;1;3;2;2
1;2;4;14;2;4;1;3;1;0;1;1;2;2
1;2;3;14;9;4;1;2;2;35;1;3;2;2
1;2;4;14;8;4;1;2;1;0;1;1;2;1
1;2;1;14;6;4;1;5;1;55;2;1;2;2
